method,n,seed,episode,edge_count,optimal_edge_count,optimality_ratio,absolute_gap,exact_optimum,turan_isomorphic,constraint_violations,terminal_maximal,episode_length,inference_time_seconds,parameter_count,checkpoint
turan_oracle,20,2,27,100,100,1.0,0,1,1,0,1,0,1.7082998965634033e-05,0,
turan_oracle,20,2,28,100,100,1.0,0,1,1,0,1,0,1.7333999494439922e-05,0,
turan_oracle,20,2,29,100,100,1.0,0,1,1,0,1,0,1.704199894447811e-05,0,
turan_oracle,20,2,30,100,100,1.0,0,1,1,0,1,0,1.7166001271107234e-05,0,
turan_oracle,20,2,31,100,100,1.0,0,1,1,0,1,0,1.700000029813964e-05,0,
turan_oracle,20,2,32,100,100,1.0,0,1,1,0,1,0,1.7250000382773578e-05,0,
turan_oracle,20,2,33,100,100,1.0,0,1,1,0,1,0,1.691599936748389e-05,0,
turan_oracle,20,2,34,100,100,1.0,0,1,1,0,1,0,1.7333000869257376e-05,0,
turan_oracle,20,2,35,100,100,1.0,0,1,1,0,1,0,1.8582999473437667e-05,0,
turan_oracle,20,2,36,100,100,1.0,0,1,1,0,1,0,1.7499998648418114e-05,0,
turan_oracle,20,2,37,100,100,1.0,0,1,1,0,1,0,1.704199894447811e-05,0,
turan_oracle,20,2,38,100,100,1.0,0,1,1,0,1,0,1.704199894447811e-05,0,
turan_oracle,20,2,39,100,100,1.0,0,1,1,0,1,0,1.6959000276983716e-05,0,
turan_oracle,20,2,40,100,100,1.0,0,1,1,0,1,0,1.704199894447811e-05,0,
turan_oracle,20,2,41,100,100,1.0,0,1,1,0,1,0,1.7207999917445704e-05,0,
turan_oracle,20,2,42,100,100,1.0,0,1,1,0,1,0,1.716699989628978e-05,0,
turan_oracle,20,2,43,100,100,1.0,0,1,1,0,1,0,1.7166001271107234e-05,0,
turan_oracle,20,2,44,100,100,1.0,0,1,1,0,1,0,1.704099850030616e-05,0,
turan_oracle,20,2,45,100,100,1.0,0,1,1,0,1,0,1.716599945211783e-05,0,
turan_oracle,20,2,46,100,100,1.0,0,1,1,0,1,0,1.7374999515595846e-05,0,
turan_oracle,20,2,47,100,100,1.0,0,1,1,0,1,0,1.6791000234661624e-05,0,
turan_oracle,20,2,48,100,100,1.0,0,1,1,0,1,0,1.6916999811655842e-05,0,
turan_oracle,20,2,49,100,100,1.0,0,1,1,0,1,0,1.7333999494439922e-05,0,
turan_oracle,20,2,50,100,100,1.0,0,1,1,0,1,0,1.7334001313429326e-05,0,
turan_oracle,20,2,51,100,100,1.0,0,1,1,0,1,0,1.700000029813964e-05,0,
turan_oracle,20,2,52,100,100,1.0,0,1,1,0,1,0,1.7207999917445704e-05,0,
turan_oracle,20,2,53,100,100,1.0,0,1,1,0,1,0,1.687500116531737e-05,0,
turan_oracle,20,2,54,100,100,1.0,0,1,1,0,1,0,1.704199894447811e-05,0,
turan_oracle,20,2,55,100,100,1.0,0,1,1,0,1,0,2.220900023530703e-05,0,
turan_oracle,20,2,56,100,100,1.0,0,1,1,0,1,0,1.8250000721309334e-05,0,
turan_oracle,20,2,57,100,100,1.0,0,1,1,0,1,0,1.766700006555766e-05,0,
turan_oracle,20,2,58,100,100,1.0,0,1,1,0,1,0,1.766700006555766e-05,0,
turan_oracle,20,2,59,100,100,1.0,0,1,1,0,1,0,1.7500000467407517e-05,0,
turan_oracle,20,2,60,100,100,1.0,0,1,1,0,1,0,1.6749998394516297e-05,0,
turan_oracle,20,2,61,100,100,1.0,0,1,1,0,1,0,1.6666001101839356e-05,0,
turan_oracle,20,2,62,100,100,1.0,0,1,1,0,1,0,1.6959000276983716e-05,0,
turan_oracle,20,2,63,100,100,1.0,0,1,1,0,1,0,1.658400105952751e-05,0,
turan_oracle,20,2,64,100,100,1.0,0,1,1,0,1,0,1.6665999282849953e-05,0,
turan_oracle,20,2,65,100,100,1.0,0,1,1,0,1,0,1.662499926169403e-05,0,
turan_oracle,20,2,66,100,100,1.0,0,1,1,0,1,0,1.6832998881000094e-05,0,
turan_oracle,20,2,67,100,100,1.0,0,1,1,0,1,0,1.658300061535556e-05,0,
turan_oracle,20,2,68,100,100,1.0,0,1,1,0,1,0,1.6583999240538105e-05,0,
turan_oracle,20,2,69,100,100,1.0,0,1,1,0,1,0,1.658300061535556e-05,0,
turan_oracle,20,2,70,100,100,1.0,0,1,1,0,1,0,1.6582998796366155e-05,0,
turan_oracle,20,2,71,100,100,1.0,0,1,1,0,1,0,1.645800148253329e-05,0,
turan_oracle,20,2,72,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,73,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,74,100,100,1.0,0,1,1,0,1,0,1.637499917706009e-05,0,
turan_oracle,20,2,75,100,100,1.0,0,1,1,0,1,0,1.62090000230819e-05,0,
turan_oracle,20,2,76,100,100,1.0,0,1,1,0,1,0,1.662499926169403e-05,0,
turan_oracle,20,2,77,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,78,100,100,1.0,0,1,1,0,1,0,1.633400097489357e-05,0,
turan_oracle,20,2,79,100,100,1.0,0,1,1,0,1,0,1.637499917706009e-05,0,
turan_oracle,20,2,80,100,100,1.0,0,1,1,0,1,0,1.6707999748177826e-05,0,
turan_oracle,20,2,81,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,82,100,100,1.0,0,1,1,0,1,0,1.6542000594199635e-05,0,
turan_oracle,20,2,83,100,100,1.0,0,1,1,0,1,0,1.6375000996049494e-05,0,
turan_oracle,20,2,84,100,100,1.0,0,1,1,0,1,0,1.6666999727021903e-05,0,
turan_oracle,20,2,85,100,100,1.0,0,1,1,0,1,0,1.6333999155904166e-05,0,
turan_oracle,20,2,86,100,100,1.0,0,1,1,0,1,0,1.6417001461377367e-05,0,
turan_oracle,20,2,87,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,88,100,100,1.0,0,1,1,0,1,0,1.6459000107715838e-05,0,
turan_oracle,20,2,89,100,100,1.0,0,1,1,0,1,0,1.6541000150027685e-05,0,
turan_oracle,20,2,90,100,100,1.0,0,1,1,0,1,0,1.6541000150027685e-05,0,
turan_oracle,20,2,91,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,92,100,100,1.0,0,1,1,0,1,0,1.6541000150027685e-05,0,
turan_oracle,20,2,93,100,100,1.0,0,1,1,0,1,0,1.6292000509565696e-05,0,
turan_oracle,20,2,94,100,100,1.0,0,1,1,0,1,0,1.645800148253329e-05,0,
turan_oracle,20,2,95,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,96,100,100,1.0,0,1,1,0,1,0,1.6542000594199635e-05,0,
turan_oracle,20,2,97,100,100,1.0,0,1,1,0,1,0,2.0125000446569175e-05,0,
turan_oracle,20,2,98,100,100,1.0,0,1,1,0,1,0,1.8165999790653586e-05,0,
turan_oracle,20,2,99,100,100,1.0,0,1,1,0,1,0,1.741699998092372e-05,0,
turan_oracle,20,2,100,100,100,1.0,0,1,1,0,1,0,1.7333000869257376e-05,0,
turan_oracle,20,2,101,100,100,1.0,0,1,1,0,1,0,1.6582998796366155e-05,0,
turan_oracle,20,2,102,100,100,1.0,0,1,1,0,1,0,1.6542000594199635e-05,0,
turan_oracle,20,2,103,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,104,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,105,100,100,1.0,0,1,1,0,1,0,1.6415999198216014e-05,0,
turan_oracle,20,2,106,100,100,1.0,0,1,1,0,1,0,1.6459000107715838e-05,0,
turan_oracle,20,2,107,100,100,1.0,0,1,1,0,1,0,1.6290998246404342e-05,0,
turan_oracle,20,2,108,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,109,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,110,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,111,100,100,1.0,0,1,1,0,1,0,2.1500000002561137e-05,0,
turan_oracle,20,2,112,100,100,1.0,0,1,1,0,1,0,1.6291000065393746e-05,0,
turan_oracle,20,2,113,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,114,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,115,100,100,1.0,0,1,1,0,1,0,1.616700137674343e-05,0,
turan_oracle,20,2,116,100,100,1.0,0,1,1,0,1,0,1.62090000230819e-05,0,
turan_oracle,20,2,117,100,100,1.0,0,1,1,0,1,0,2.9082999390084296e-05,0,
turan_oracle,20,2,118,100,100,1.0,0,1,1,0,1,0,1.6416001017205417e-05,0,
turan_oracle,20,2,119,100,100,1.0,0,1,1,0,1,0,1.633300053072162e-05,0,
turan_oracle,20,2,120,100,100,1.0,0,1,1,0,1,0,1.6375000996049494e-05,0,
turan_oracle,20,2,121,100,100,1.0,0,1,1,0,1,0,1.650000012887176e-05,0,
turan_oracle,20,2,122,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,123,100,100,1.0,0,1,1,0,1,0,1.6291000065393746e-05,0,
turan_oracle,20,2,124,100,100,1.0,0,1,1,0,1,0,1.6291000065393746e-05,0,
turan_oracle,20,2,125,100,100,1.0,0,1,1,0,1,0,1.637499917706009e-05,0,
turan_oracle,20,2,126,100,100,1.0,0,1,1,0,1,0,1.6166000932571478e-05,0,
turan_oracle,20,2,127,100,100,1.0,0,1,1,0,1,0,1.633300053072162e-05,0,
turan_oracle,20,2,128,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,129,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,130,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,131,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,132,100,100,1.0,0,1,1,0,1,0,1.62090000230819e-05,0,
turan_oracle,20,2,133,100,100,1.0,0,1,1,0,1,0,1.6791000234661624e-05,0,
turan_oracle,20,2,134,100,100,1.0,0,1,1,0,1,0,1.6291000065393746e-05,0,
turan_oracle,20,2,135,100,100,1.0,0,1,1,0,1,0,1.6457999663543887e-05,0,
turan_oracle,20,2,136,100,100,1.0,0,1,1,0,1,0,1.654199877521023e-05,0,
turan_oracle,20,2,137,100,100,1.0,0,1,1,0,1,0,1.650000012887176e-05,0,
turan_oracle,20,2,138,100,100,1.0,0,1,1,0,1,0,1.6416999642387964e-05,0,
turan_oracle,20,2,139,100,100,1.0,0,1,1,0,1,0,1.808299930416979e-05,0,
turan_oracle,20,2,140,100,100,1.0,0,1,1,0,1,0,1.658400105952751e-05,0,
turan_oracle,20,2,141,100,100,1.0,0,1,1,0,1,0,1.6165999113582075e-05,0,
turan_oracle,20,2,142,100,100,1.0,0,1,1,0,1,0,1.6333999155904166e-05,0,
turan_oracle,20,2,143,100,100,1.0,0,1,1,0,1,0,1.5958001313265413e-05,0,
turan_oracle,20,2,144,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,145,100,100,1.0,0,1,1,0,1,0,1.5999999959603883e-05,0,
turan_oracle,20,2,146,100,100,1.0,0,1,1,0,1,0,1.595899993844796e-05,0,
turan_oracle,20,2,147,100,100,1.0,0,1,1,0,1,0,2.099999983329326e-05,0,
turan_oracle,20,2,148,100,100,1.0,0,1,1,0,1,0,1.6291998690576293e-05,0,
turan_oracle,20,2,149,100,100,1.0,0,1,1,0,1,0,1.6041998605942354e-05,0,
turan_oracle,20,2,150,100,100,1.0,0,1,1,0,1,0,1.595899993844796e-05,0,
turan_oracle,20,2,151,100,100,1.0,0,1,1,0,1,0,1.5999999959603883e-05,0,
turan_oracle,20,2,152,100,100,1.0,0,1,1,0,1,0,1.608400089025963e-05,0,
turan_oracle,20,2,153,100,100,1.0,0,1,1,0,1,0,1.591600084793754e-05,0,
turan_oracle,20,2,154,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,155,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,156,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,157,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,158,100,100,1.0,0,1,1,0,1,0,1.6125000911415555e-05,0,
turan_oracle,20,2,159,100,100,1.0,0,1,1,0,1,0,1.595899993844796e-05,0,
turan_oracle,20,2,160,100,100,1.0,0,1,1,0,1,0,1.7750000552041456e-05,0,
turan_oracle,20,2,161,100,100,1.0,0,1,1,0,1,0,1.662499926169403e-05,0,
turan_oracle,20,2,162,100,100,1.0,0,1,1,0,1,0,1.645800148253329e-05,0,
turan_oracle,20,2,163,100,100,1.0,0,1,1,0,1,0,1.612499909242615e-05,0,
turan_oracle,20,2,164,100,100,1.0,0,1,1,0,1,0,1.5958001313265413e-05,0,
turan_oracle,20,2,165,100,100,1.0,0,1,1,0,1,0,1.608300044608768e-05,0,
turan_oracle,20,2,166,100,100,1.0,0,1,1,0,1,0,1.595899993844796e-05,0,
turan_oracle,20,2,167,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,168,100,100,1.0,0,1,1,0,1,0,1.633300053072162e-05,0,
turan_oracle,20,2,169,100,100,1.0,0,1,1,0,1,0,1.6042000424931757e-05,0,
turan_oracle,20,2,170,100,100,1.0,0,1,1,0,1,0,1.6541000150027685e-05,0,
turan_oracle,20,2,171,100,100,1.0,0,1,1,0,1,0,1.608300044608768e-05,0,
turan_oracle,20,2,172,100,100,1.0,0,1,1,0,1,0,1.6292000509565696e-05,0,
turan_oracle,20,2,173,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,174,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,175,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,176,100,100,1.0,0,1,1,0,1,0,1.6332998711732216e-05,0,
turan_oracle,20,2,177,100,100,1.0,0,1,1,0,1,0,1.6165999113582075e-05,0,
turan_oracle,20,2,178,100,100,1.0,0,1,1,0,1,0,1.6666999727021903e-05,0,
turan_oracle,20,2,179,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,180,100,100,1.0,0,1,1,0,1,0,1.637499917706009e-05,0,
turan_oracle,20,2,181,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,182,100,100,1.0,0,1,1,0,1,0,1.6166000932571478e-05,0,
turan_oracle,20,2,183,100,100,1.0,0,1,1,0,1,0,1.5999999959603883e-05,0,
turan_oracle,20,2,184,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,185,100,100,1.0,0,1,1,0,1,0,1.6042000424931757e-05,0,
turan_oracle,20,2,186,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,187,100,100,1.0,0,1,1,0,1,0,1.612499909242615e-05,0,
turan_oracle,20,2,188,100,100,1.0,0,1,1,0,1,0,1.6166999557754025e-05,0,
turan_oracle,20,2,189,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,190,100,100,1.0,0,1,1,0,1,0,1.595899993844796e-05,0,
turan_oracle,20,2,191,100,100,1.0,0,1,1,0,1,0,1.6125000911415555e-05,0,
turan_oracle,20,2,192,100,100,1.0,0,1,1,0,1,0,1.5999999959603883e-05,0,
turan_oracle,20,2,193,100,100,1.0,0,1,1,0,1,0,1.6040999980759807e-05,0,
turan_oracle,20,2,194,100,100,1.0,0,1,1,0,1,0,1.6250000044237822e-05,0,
turan_oracle,20,2,195,100,100,1.0,0,1,1,0,1,0,1.6166000932571478e-05,0,
turan_oracle,20,2,196,100,100,1.0,0,1,1,0,1,0,1.620799957890995e-05,0,
turan_oracle,20,2,197,100,100,1.0,0,1,1,0,1,0,1.5958001313265413e-05,0,
turan_oracle,20,2,198,100,100,1.0,0,1,1,0,1,0,1.6125000911415555e-05,0,
turan_oracle,20,2,199,100,100,1.0,0,1,1,0,1,0,1.5916999473120086e-05,0,
gnn,24,2,0,125,144,0.8680555555555556,19,0,0,0,1,125,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,1,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,2,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,3,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,4,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,5,127,144,0.8819444444444444,17,0,0,0,1,127,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,6,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,7,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,8,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,9,130,144,0.9027777777777778,14,0,0,0,1,130,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,10,130,144,0.9027777777777778,14,0,0,0,1,130,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,11,127,144,0.8819444444444444,17,0,0,0,1,127,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,12,121,144,0.8402777777777778,23,0,0,0,1,121,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,13,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,14,121,144,0.8402777777777778,23,0,0,0,1,121,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,15,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,16,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,17,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,18,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,19,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,20,125,144,0.8680555555555556,19,0,0,0,1,125,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,21,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,22,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,23,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,24,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,25,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,26,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,27,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,28,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,29,130,144,0.9027777777777778,14,0,0,0,1,130,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,30,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,31,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,32,127,144,0.8819444444444444,17,0,0,0,1,127,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,33,115,144,0.7986111111111112,29,0,0,0,1,115,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,34,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,35,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,36,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,37,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,38,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,39,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,40,128,144,0.8888888888888888,16,0,0,0,1,128,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,41,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,42,120,144,0.8333333333333334,24,0,0,0,1,120,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,43,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,44,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,45,116,144,0.8055555555555556,28,0,0,0,1,116,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,46,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,47,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,48,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,49,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,50,130,144,0.9027777777777778,14,0,0,0,1,130,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,51,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,52,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,53,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,54,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,55,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,56,125,144,0.8680555555555556,19,0,0,0,1,125,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,57,143,144,0.9930555555555556,1,0,0,0,1,143,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,58,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,59,144,144,1.0,0,1,1,0,1,144,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,60,125,144,0.8680555555555556,19,0,0,0,1,125,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,61,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,62,133,144,0.9236111111111112,11,0,0,0,1,133,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,63,130,144,0.9027777777777778,14,0,0,0,1,130,0.08374551235939975,38337,runs/mvp-seed-2/best.pt
gnn,24,2,64,131,144,0.9097222222222222,13,0,0,0,1,131,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,65,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,66,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,67,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,68,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,69,133,144,0.9236111111111112,11,0,0,0,1,133,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,70,133,144,0.9236111111111112,11,0,0,0,1,133,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,71,143,144,0.9930555555555556,1,0,0,0,1,143,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,72,133,144,0.9236111111111112,11,0,0,0,1,133,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,73,127,144,0.8819444444444444,17,0,0,0,1,127,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,74,129,144,0.8958333333333334,15,0,0,0,1,129,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,75,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,76,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,77,124,144,0.8611111111111112,20,0,0,0,1,124,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,78,143,144,0.9930555555555556,1,0,0,0,1,143,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,79,133,144,0.9236111111111112,11,0,0,0,1,133,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,80,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,81,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,82,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,83,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,84,130,144,0.9027777777777778,14,0,0,0,1,130,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,85,143,144,0.9930555555555556,1,0,0,0,1,143,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,86,127,144,0.8819444444444444,17,0,0,0,1,127,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,87,133,144,0.9236111111111112,11,0,0,0,1,133,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,88,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,89,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
gnn,24,2,90,144,144,1.0,0,1,1,0,1,144,0.0846206425781304,38337,runs/mvp-seed-2/best.pt
