method,n,seed,episode,feasible_decisions,mixed_group_states,unavoidable_alias_states,sum_bad_action_mass,sum_bad_mass_in_mixed_groups,chosen_bad_action,chosen_bad_in_mixed_group,first_loss_bad_mass,trajectory_has_mixed_group,trajectory_has_unavoidable_alias
endpoint,24,1,1,144,1.0,0.0,0.534794283510827,0.0388004407286644,0,0.0,,1.0,0.0
endpoint,24,1,2,144,2.0,0.0,0.3861013395685969,0.057586560025811195,0,0.0,,1.0,0.0
endpoint,24,1,3,133,7.0,0.0,0.502196559574422,0.1228417737656855,1,0.0,0.2112678699195385,1.0,0.0
endpoint,24,1,4,12,3.0,0.0,0.2088539651595056,0.0774556277319789,1,1.0,0.041092784609645605,1.0,0.0
endpoint,24,1,5,11,3.0,0.0,0.22664794325828552,0.1256848811171949,1,1.0,0.08290569018572569,1.0,0.0
endpoint,24,1,6,144,6.0,0.0,0.6893388159202818,0.1698248046450317,0,0.0,,1.0,0.0
endpoint,24,1,7,133,7.0,0.0,0.5191299019633124,0.09545690251979977,1,0.0,0.2112678699195385,1.0,0.0
endpoint,24,1,8,144,3.0,0.0,0.30006820219323416,0.028501054970547557,0,0.0,,1.0,0.0
endpoint,24,1,9,133,5.0,0.0,0.4391407364135844,0.09365553082898259,1,0.0,0.2112678699195385,1.0,0.0
endpoint,40,1,0,381,37.0,0.0,1.9879996737819372,0.5953346043515921,1,0.0,0.320527371019125,1.0,0.0
endpoint,40,1,1,400,29.0,0.0,1.5368886946020033,0.6038692569927662,0,0.0,,1.0,0.0
endpoint,40,1,2,46,15.0,0.0,0.749769325764646,0.3425873616943136,1,0.0,0.004688282846473157,1.0,0.0
endpoint,40,1,3,22,5.0,0.0,1.2934906961818342,0.19314108905382454,1,0.0,0.1375709011699655,1.0,0.0
endpoint,40,1,4,11,3.0,0.0,0.2783074763137847,0.11095863045193255,1,1.0,0.11230624676682055,1.0,0.0
endpoint,40,1,5,20,9.0,0.0,0.2935577041353099,0.20475774008082226,1,0.0,0.032633302675094455,1.0,0.0
endpoint,40,1,6,381,22.0,0.0,1.2946473364297264,0.22132557805161923,1,0.0,0.320527371019125,1.0,0.0
endpoint,40,1,7,11,2.0,0.0,0.18953103199601173,0.13945347676053643,1,1.0,0.09266790538094938,1.0,0.0
endpoint,40,1,8,46,11.0,0.0,0.8688177802141581,0.09348210273310542,1,0.0,0.006401489248673897,1.0,0.0
endpoint,40,1,9,16,6.0,0.0,0.4116757038573269,0.11122462700586766,1,0.0,0.03877581632696092,1.0,0.0
endpoint,14,2,0,31,6.0,0.0,0.21182448335457593,0.1363437061663717,1,1.0,0.06025738385505974,1.0,0.0
endpoint,14,2,1,49,0.0,0.0,0.15619331160299854,0.0,0,0.0,,0.0,0.0
endpoint,14,2,2,49,11.0,0.0,0.27473730918183037,0.09912776788036126,0,0.0,,1.0,0.0
endpoint,14,2,3,49,0.0,0.0,0.07374771386197576,0.0,0,0.0,,0.0,0.0
endpoint,14,2,4,49,8.0,0.0,0.1754878047555124,0.06946874898858368,0,0.0,,1.0,0.0
endpoint,14,2,5,49,4.0,0.0,0.07784087924756022,0.01915905633359216,0,0.0,,1.0,0.0
endpoint,14,2,6,49,3.0,0.0,0.14643896382244748,0.03845759463729337,0,0.0,,1.0,0.0
endpoint,14,2,7,49,2.0,0.0,0.07283697845815595,0.002353137033423991,0,0.0,,1.0,0.0
endpoint,14,2,8,17,6.0,0.0,0.24819962260911343,0.12386489775963128,1,0.0,0.006215419248597032,1.0,0.0
endpoint,14,2,9,49,1.0,0.0,0.12914804328465834,0.004675911710364744,0,0.0,,1.0,0.0
endpoint,24,2,0,144,41.0,0.0,1.1953904693800723,0.27209141427010763,0,0.0,,1.0,0.0
endpoint,24,2,1,144,17.0,0.0,0.8503078416570133,0.21150877404852508,0,0.0,,1.0,0.0
