method,n,seed,optimality_ratio,exact_optimum,absolute_gap,inference_time_seconds,first_loss_step,first_odd_cycle_step,parameter_count,exact_rate,unbalanced_bipartite_rate,nonbipartite_rate,odd_cycle_first_loss_rate,partition_imbalance_first_loss_rate
gnn,10,2,0.9984000000000001,0.99,0.04,0.012697861249998783,8.0,8.0,38337.0,0.99,0.0,0.01,0.01,0.0
gnn,10,3,1.0,1.0,0.0,0.005755962510011108,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,10,4,0.998,0.99,0.05,0.008736359160002344,9.0,9.0,38337.0,0.99,0.0,0.01,0.01,0.0
gnn,11,0,0.9903333333333333,0.93,0.29,0.007819297499991013,17.285714285714285,17.285714285714285,38337.0,0.93,0.0,0.07,0.07,0.0
gnn,11,1,1.0,1.0,0.0,0.008175587080004288,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,11,2,0.9926666666666667,0.95,0.22,0.009039332080010308,15.6,15.6,38337.0,0.95,0.0,0.05,0.05,0.0
gnn,11,3,1.0,1.0,0.0,0.012316024150004488,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,11,4,0.9926666666666667,0.95,0.22,0.010871246670003472,16.2,16.2,38337.0,0.95,0.0,0.05,0.05,0.0
gnn,12,0,0.9947222222222223,0.96,0.19,0.010622819600011952,14.25,12.0,38337.0,0.96,0.01,0.03,0.02,0.02
gnn,12,1,0.9986111111111111,0.99,0.05,0.009958949159999932,28.0,28.0,38337.0,0.99,0.0,0.01,0.01,0.0
gnn,12,2,0.9947222222222223,0.97,0.19,0.01312303752000839,10.333333333333334,10.333333333333334,38337.0,0.97,0.0,0.03,0.03,0.0
gnn,12,3,0.9958333333333332,0.97,0.15,0.010159514580000145,16.0,8.5,38337.0,0.97,0.01,0.02,0.02,0.01
gnn,12,4,0.9972222222222222,0.98,0.1,0.014893903319989412,10.5,10.5,38337.0,0.98,0.0,0.02,0.02,0.0
gnn,13,0,0.9880952380952381,0.92,0.5,0.014059082090016049,10.5,10.5,38337.0,0.92,0.0,0.08,0.08,0.0
gnn,13,1,0.9961904761904762,0.97,0.16,0.014101227509991023,9.666666666666666,9.666666666666666,38337.0,0.97,0.0,0.03,0.03,0.0
gnn,13,2,0.9907142857142857,0.94,0.39,0.016082867080003713,12.5,12.5,38337.0,0.94,0.0,0.06,0.06,0.0
gnn,13,3,0.994047619047619,0.96,0.25,0.013164854579999828,9.0,9.0,38337.0,0.96,0.0,0.04,0.04,0.0
gnn,13,4,0.9883333333333333,0.92,0.49,0.018523734999998796,22.375,22.375,38337.0,0.92,0.0,0.08,0.08,0.0
gnn,14,0,0.9910204081632653,0.93,0.44,0.019301201660000475,14.285714285714286,10.333333333333334,38337.0,0.93,0.01,0.06,0.06,0.01
gnn,14,1,0.9951020408163265,0.96,0.24,0.020222693729992844,18.5,18.5,38337.0,0.96,0.0,0.04,0.04,0.0
gnn,14,2,0.9885714285714287,0.91,0.56,0.0185696245899998,14.88888888888889,15.375,38337.0,0.91,0.01,0.08,0.08,0.01
gnn,14,3,0.9891836734693878,0.88,0.53,0.01804378666000955,29.5,19.857142857142858,38337.0,0.88,0.05,0.07,0.07,0.05
gnn,14,4,0.9932653061224489,0.95,0.33,0.024550974170006127,21.8,17.75,38337.0,0.95,0.01,0.04,0.04,0.01
gnn,15,0,0.9773214285714286,0.83,1.27,0.023680864590005447,16.41176470588235,16.41176470588235,38337.0,0.83,0.0,0.17,0.17,0.0
gnn,15,1,0.994642857142857,0.96,0.3,0.02501245833000207,12.5,12.5,38337.0,0.96,0.0,0.04,0.04,0.0
gnn,15,2,0.9794642857142857,0.83,1.15,0.023954181259987252,21.941176470588236,21.941176470588236,38337.0,0.83,0.0,0.17,0.17,0.0
gnn,15,3,0.9889285714285714,0.92,0.62,0.023335438340000052,13.625,13.625,38337.0,0.92,0.0,0.08,0.08,0.0
gnn,15,4,0.9830357142857143,0.89,0.95,0.03177725876001202,22.363636363636363,22.363636363636363,38337.0,0.89,0.0,0.11,0.11,0.0
gnn,16,0,0.9675,0.76,2.08,0.029528044169992395,17.291666666666668,15.590909090909092,38337.0,0.76,0.02,0.22,0.19,0.05
gnn,16,1,0.9871875,0.91,0.82,0.030562471670018517,17.11111111111111,17.333333333333332,38337.0,0.91,0.0,0.09,0.08,0.01
gnn,16,2,0.98734375,0.91,0.81,0.03025446540999833,16.77777777777778,16.77777777777778,38337.0,0.91,0.0,0.09,0.09,0.0
gnn,16,3,0.96671875,0.74,2.13,0.027722593340004063,21.307692307692307,13.0,38337.0,0.74,0.05,0.21,0.21,0.05
gnn,16,4,0.98703125,0.92,0.83,0.03792001124999842,22.625,23.25,38337.0,0.92,0.0,0.08,0.05,0.03
gnn,17,0,0.9604166666666667,0.7,2.85,0.03824085957999154,22.6,22.6,38337.0,0.7,0.0,0.3,0.3,0.0
gnn,17,1,0.9861111111111112,0.88,1.0,0.03959466498000433,21.416666666666668,21.416666666666668,38337.0,0.88,0.0,0.12,0.12,0.0
gnn,17,2,0.9668055555555556,0.74,2.39,0.03560740249999974,19.076923076923077,19.076923076923077,38337.0,0.74,0.0,0.26,0.26,0.0
gnn,17,3,0.9794444444444445,0.85,1.48,0.0391124812500038,15.866666666666667,15.866666666666667,38337.0,0.85,0.0,0.15,0.15,0.0
gnn,17,4,0.9777777777777777,0.85,1.6,0.04001880333001278,30.533333333333335,30.533333333333335,38337.0,0.85,0.0,0.15,0.15,0.0
gnn,20,0,0.9447,0.56,5.53,0.0629842312400069,21.113636363636363,17.35,38337.0,0.56,0.04,0.4,0.38,0.06
gnn,20,1,0.9789,0.8,2.11,0.0633369954199861,21.9,17.294117647058822,38337.0,0.8,0.03,0.17,0.17,0.03
gnn,20,2,0.9536,0.64,4.64,0.061477687930009746,20.02777777777778,20.083333333333332,38337.0,0.64,0.0,0.36,0.35,0.01
gnn,20,3,0.9519,0.65,4.81,0.06637961250000442,28.97142857142857,21.06451612903226,38337.0,0.65,0.04,0.31,0.31,0.04
gnn,20,4,0.9682000000000001,0.74,3.18,0.07362231623999828,46.15384615384615,41.666666666666664,38337.0,0.74,0.05,0.21,0.14,0.12
gnn,23,0,0.9245454545454546,0.46,9.96,0.10137969583999616,20.35185185185185,20.35185185185185,38337.0,0.46,0.0,0.54,0.54,0.0
gnn,23,1,0.9571969696969697,0.65,5.65,0.10585110166000046,24.457142857142856,24.457142857142856,38337.0,0.65,0.0,0.35,0.35,0.0
gnn,23,2,0.9242424242424242,0.42,10.0,0.09713375125000306,23.24137931034483,23.24137931034483,38337.0,0.42,0.0,0.58,0.58,0.0
gnn,23,3,0.9514393939393939,0.64,6.41,0.1119346050000058,24.305555555555557,24.305555555555557,38337.0,0.64,0.0,0.36,0.36,0.0
gnn,23,4,0.9666666666666667,0.77,4.4,0.12242999125999628,46.21739130434783,46.21739130434783,38337.0,0.77,0.0,0.23,0.23,0.0
gnn,24,0,0.9029861111111112,0.32,13.97,0.11112522956999779,23.205882352941178,20.892307692307693,38337.0,0.32,0.03,0.65,0.63,0.05
gnn,24,1,0.9597916666666667,0.64,5.79,0.127884045819992,29.666666666666668,28.5,38337.0,0.64,0.02,0.34,0.34,0.02
gnn,24,2,0.924375,0.4,10.89,0.12344365374000515,22.683333333333334,22.93103448275862,38337.0,0.4,0.02,0.58,0.57,0.03
gnn,24,3,0.9140972222222223,0.38,12.37,0.13825878958998142,33.88709677419355,23.446428571428573,38337.0,0.38,0.06,0.56,0.56,0.06
gnn,24,4,0.95625,0.65,6.3,0.1402117337400068,51.48571428571429,46.1,38337.0,0.65,0.05,0.3,0.24,0.11
gnn,25,0,0.9077564102564102,0.34,14.39,0.1277803804000086,25.348484848484848,25.348484848484848,38337.0,0.34,0.0,0.66,0.66,0.0
gnn,25,1,0.9522435897435898,0.6,7.45,0.15300799415998878,26.825,26.825,38337.0,0.6,0.0,0.4,0.4,0.0
gnn,25,2,0.9127564102564102,0.29,13.61,0.13700184373999033,23.211267605633804,23.211267605633804,38337.0,0.29,0.0,0.71,0.71,0.0
gnn,25,3,0.9303205128205129,0.5,10.87,0.1667193816699909,23.82,23.82,38337.0,0.5,0.0,0.5,0.5,0.0
gnn,25,4,0.9559615384615385,0.69,6.87,0.16388489164999548,49.516129032258064,49.516129032258064,38337.0,0.69,0.0,0.31,0.31,0.0
gnn,30,0,0.865688888888889,0.1,30.22,0.24818774334000404,35.0,31.08235294117647,38337.0,0.1,0.05,0.85,0.81,0.09
gnn,30,1,0.9238666666666667,0.35,17.13,0.2986832083400076,36.215384615384615,33.546875,38337.0,0.35,0.01,0.64,0.62,0.03
gnn,30,2,0.8855555555555555,0.21,25.75,0.2555961349900098,27.911392405063292,28.115384615384617,38337.0,0.21,0.01,0.78,0.76,0.03
gnn,30,3,0.8896444444444443,0.2,24.83,0.3413018083299994,40.3875,29.106666666666666,38337.0,0.2,0.05,0.75,0.74,0.06
gnn,30,4,0.9325777777777777,0.43,15.17,0.3206213141700118,82.50877192982456,47.55,38337.0,0.43,0.17,0.4,0.36,0.21
gnn,40,0,0.802375,0.02,79.05,0.7165493341699858,29.622448979591837,29.632653061224488,38337.0,0.02,0.0,0.98,0.97,0.01
gnn,40,1,0.868275,0.12,52.69,0.80020311958001,37.34090909090909,36.95402298850575,38337.0,0.12,0.01,0.87,0.87,0.01
gnn,40,2,0.832125,0.07,67.15,0.7987528450100126,35.354838709677416,35.483870967741936,38337.0,0.07,0.0,0.93,0.89,0.04
gnn,40,3,0.83575,0.06,65.7,0.863875539590008,37.07446808510638,33.376344086021504,38337.0,0.06,0.01,0.93,0.93,0.01
gnn,40,4,0.8867499999999999,0.29,45.3,0.9267825887399885,76.45070422535211,44.87096774193548,38337.0,0.29,0.09,0.62,0.61,0.1
least_degree,6,0,0.9911111111111112,0.96,0.08,0.000243719179998112,7.0,7.0,0.0,0.96,0.0,0.04,0.04,0.0
least_degree,6,1,0.9911111111111112,0.96,0.08,0.000246387080023816,7.0,7.0,0.0,0.96,0.0,0.04,0.04,0.0
least_degree,6,2,0.9866666666666667,0.94,0.12,0.000251563750007308,7.0,7.0,0.0,0.94,0.0,0.06,0.06,0.0
least_degree,6,3,0.9888888888888888,0.95,0.1,0.00027015416997520003,7.0,7.0,0.0,0.95,0.0,0.05,0.05,0.0
least_degree,6,4,0.9822222222222223,0.92,0.16,0.000267423330005812,7.0,7.0,0.0,0.92,0.0,0.08,0.08,0.0
least_degree,7,0,0.8433333333333334,0.06,1.88,0.000337374589998904,6.882978723404255,6.882978723404255,0.0,0.06,0.0,0.94,0.94,0.0
least_degree,7,1,0.8383333333333334,0.03,1.94,0.000293947910013176,6.938144329896907,6.938144329896907,0.0,0.03,0.0,0.97,0.97,0.0
least_degree,7,2,0.835,0.01,1.98,0.000297807490005592,7.02020202020202,7.02020202020202,0.0,0.01,0.0,0.99,0.99,0.0
least_degree,7,3,0.8383333333333334,0.03,1.94,0.000319282489999724,6.969072164948454,6.969072164948454,0.0,0.03,0.0,0.97,0.97,0.0
least_degree,7,4,0.8366666666666667,0.02,1.96,0.00030208040998328,6.948979591836735,6.948979591836735,0.0,0.02,0.0,0.98,0.98,0.0
least_degree,8,0,0.85,0.37,2.4,0.00044681874001975595,9.682539682539682,9.682539682539682,0.0,0.37,0.0,0.63,0.63,0.0
least_degree,8,1,0.834375,0.3,2.65,0.00047298373996453204,9.914285714285715,9.914285714285715,0.0,0.3,0.0,0.7,0.7,0.0
least_degree,8,2,0.8475,0.34,2.44,0.000438713749990648,9.606060606060606,9.606060606060606,0.0,0.34,0.0,0.66,0.66,0.0
least_degree,8,3,0.858125,0.37,2.27,0.000471677090008544,9.73015873015873,9.73015873015873,0.0,0.37,0.0,0.63,0.63,0.0
least_degree,8,4,0.863125,0.41,2.19,0.000471362500011264,9.796610169491526,9.796610169491526,0.0,0.41,0.0,0.59,0.59,0.0
least_degree,9,0,0.8205,0.0,3.59,0.000596488320006684,8.81,8.81,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,9,1,0.8284999999999999,0.0,3.43,0.000589217090000584,8.74,8.74,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,9,2,0.8155,0.0,3.69,0.0006354275099874479,8.64,8.64,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,9,3,0.8275,0.0,3.45,0.0006428825100010239,8.82,8.82,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,9,4,0.8255,0.0,3.49,0.0006294049999996359,8.83,8.83,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,10,0,0.8251999999999999,0.23,4.37,0.001686250839993528,12.168831168831169,12.168831168831169,0.0,0.23,0.0,0.77,0.77,0.0
least_degree,10,1,0.8228,0.26,4.43,0.000888169999998328,12.067567567567568,12.067567567567568,0.0,0.26,0.0,0.74,0.74,0.0
least_degree,10,2,0.82,0.22,4.5,0.000846464599999268,12.243589743589743,12.243589743589743,0.0,0.22,0.0,0.78,0.78,0.0
least_degree,10,3,0.7984,0.11,5.04,0.000782871669998676,12.280898876404494,12.280898876404494,0.0,0.11,0.0,0.89,0.89,0.0
least_degree,10,4,0.7879999999999999,0.09,5.3,0.0007986512500064599,12.208791208791208,12.208791208791208,0.0,0.09,0.0,0.91,0.91,0.0
least_degree,11,0,0.7843333333333333,0.0,6.47,0.001131978329994968,10.76,10.76,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,11,1,0.7909999999999999,0.0,6.27,0.0010455049999836081,10.79,10.79,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,11,2,0.7926666666666666,0.0,6.22,0.001067512919980736,10.65,10.65,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,11,3,0.7876666666666666,0.0,6.37,0.00113650293000314,10.59,10.59,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,11,4,0.7803333333333333,0.0,6.59,0.0011116691699862159,10.86,10.86,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,12,0,0.7711111111111112,0.07,8.24,0.00145535167001064,14.408602150537634,14.408602150537634,0.0,0.07,0.0,0.93,0.93,0.0
least_degree,12,1,0.7713888888888889,0.06,8.23,0.00156282167999956,14.77659574468085,14.77659574468085,0.0,0.06,0.0,0.94,0.94,0.0
least_degree,12,2,0.7672222222222222,0.05,8.38,0.00141710583999152,14.610526315789473,14.610526315789473,0.0,0.05,0.0,0.95,0.95,0.0
least_degree,12,3,0.7688888888888888,0.05,8.32,0.00145963000999466,14.715789473684211,14.715789473684211,0.0,0.05,0.0,0.95,0.95,0.0
least_degree,12,4,0.7547222222222223,0.01,8.83,0.0014626454199969442,14.696969696969697,14.696969696969697,0.0,0.01,0.0,0.99,0.99,0.0
least_degree,13,0,0.7378571428571429,0.0,11.01,0.001669333339996148,12.54,12.54,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,13,1,0.7473809523809524,0.0,10.61,0.001894662919967188,12.66,12.66,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,13,2,0.745952380952381,0.0,10.67,0.002681952070015512,12.7,12.7,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,13,3,0.7442857142857143,0.0,10.74,0.001781745830012288,12.61,12.61,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,13,4,0.7519047619047619,0.0,10.42,0.0026312995899933924,12.73,12.73,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,14,0,0.7306122448979592,0.02,13.2,0.002321958739994388,16.948979591836736,16.948979591836736,0.0,0.02,0.0,0.98,0.98,0.0
least_degree,14,1,0.7351020408163265,0.02,12.98,0.0023969583299912798,16.581632653061224,16.581632653061224,0.0,0.02,0.0,0.98,0.98,0.0
least_degree,14,2,0.7261224489795919,0.02,13.42,0.0022480287599864436,16.53061224489796,16.53061224489796,0.0,0.02,0.0,0.98,0.98,0.0
least_degree,14,3,0.730204081632653,0.01,13.22,0.002272129169996296,16.707070707070706,16.707070707070706,0.0,0.01,0.0,0.99,0.99,0.0
least_degree,14,4,0.7448979591836735,0.0,12.5,0.0023666083399984518,16.83,16.83,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,15,0,0.7176785714285714,0.0,15.81,0.002805832499998332,14.57,14.57,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,15,1,0.7108928571428571,0.0,16.19,0.00287308876000676,14.64,14.64,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,15,2,0.7289285714285714,0.0,15.18,0.0029569058499872964,14.73,14.73,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,15,3,0.7264285714285714,0.0,15.32,0.002917295400002288,14.6,14.6,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,15,4,0.7105357142857143,0.0,16.21,0.002862711679990732,14.52,14.52,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,16,0,0.6975,0.0,19.36,0.003537125410039092,18.54,18.54,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,16,1,0.704375,0.01,18.92,0.004391805399973172,18.848484848484848,18.848484848484848,0.0,0.01,0.0,0.99,0.99,0.0
least_degree,16,2,0.70109375,0.0,19.13,0.003532003750024092,18.84,18.84,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,16,3,0.699375,0.0,19.24,0.00434413666998804,19.01,19.01,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,16,4,0.6990625,0.0,19.26,0.0035795762499764437,18.6,18.6,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,17,0,0.6890277777777777,0.0,22.39,0.004329804570006616,16.62,16.62,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,17,1,0.6880555555555555,0.0,22.46,0.004309405000003552,16.68,16.68,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,17,2,0.6972222222222223,0.0,21.8,0.004507682909988896,16.46,16.46,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,17,3,0.69625,0.0,21.87,0.004417714600003784,16.46,16.46,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,17,4,0.6847222222222222,0.0,22.7,0.00443186706999762,16.55,16.55,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,20,0,0.6479,0.0,35.21,0.007449048750004252,22.33,22.33,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,20,1,0.6509999999999999,0.0,34.9,0.008255611240001516,22.57,22.57,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,20,2,0.649,0.0,35.1,0.007453461659988479,22.53,22.53,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,20,3,0.6557999999999999,0.0,34.42,0.008355068749988209,23.09,23.09,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,20,4,0.6517000000000001,0.0,34.83,0.007615929159983283,22.91,22.91,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,23,0,0.6292424242424243,0.0,48.94,0.012469604150010085,22.55,22.55,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,23,1,0.6268181818181818,0.0,49.26,0.012201567510019188,22.51,22.51,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,23,2,0.6271212121212121,0.0,49.22,0.01318791874002268,22.33,22.33,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,23,3,0.6216666666666666,0.0,49.94,0.011940407509991875,22.55,22.55,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,23,4,0.6183333333333334,0.0,50.38,0.012109092499995276,22.38,22.38,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,24,0,0.6172222222222222,0.0,55.12,0.014282113750014076,26.65,26.65,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,24,1,0.6196527777777778,0.0,54.77,0.014980284989996939,26.78,26.78,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,24,2,0.6129861111111111,0.0,55.73,0.015386342099991412,26.81,26.81,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,24,3,0.614375,0.0,55.53,0.014105489169996828,26.79,26.79,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,24,4,0.611875,0.0,55.89,0.013893417490016819,26.68,26.68,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,25,0,0.6098717948717949,0.0,60.86,0.01707974793000171,24.47,24.47,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,25,1,0.6154487179487179,0.0,59.99,0.016517379590004544,24.51,24.51,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,25,2,0.6080769230769231,0.0,61.14,0.016685723329992404,24.23,24.23,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,25,3,0.615,0.0,60.06,0.01653504040999901,24.29,24.29,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,25,4,0.611474358974359,0.0,60.61,0.016049164159994647,24.15,24.15,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,30,0,0.5690222222222222,0.0,96.97,0.02997948750000429,32.64,32.64,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,30,1,0.5748,0.0,95.67,0.030939142920014925,32.7,32.7,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,30,2,0.5722666666666667,0.0,96.24,0.030361054590011885,32.45,32.45,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,30,3,0.5755111111111111,0.0,95.51,0.031135971240000733,32.62,32.62,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,30,4,0.5725333333333333,0.0,96.18,0.031115121249986236,32.73,32.73,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,40,0,0.519775,0.0,192.09,0.08929675580999169,42.62,42.62,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,40,1,0.5182,0.0,192.72,0.08829726001000376,42.55,42.55,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,40,2,0.5191250000000001,0.0,192.35,0.08798732790999562,42.73,42.73,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,40,3,0.5225,0.0,191.0,0.08851742834001917,42.77,42.77,0.0,0.0,0.0,1.0,1.0,0.0
least_degree,40,4,0.5199750000000001,0.0,192.01,0.08867827706999369,42.94,42.94,0.0,0.0,0.0,1.0,1.0,0.0
lookahead,6,0,1.0,1.0,0.0,0.00028415040002069197,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,6,1,1.0,1.0,0.0,0.000285970009972504,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,6,2,1.0,1.0,0.0,0.000255592920002492,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,6,3,1.0,1.0,0.0,0.00026401626002547603,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,6,4,1.0,1.0,0.0,0.00027103667000116,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,7,0,1.0,1.0,0.0,0.00042440460001668794,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,7,1,1.0,1.0,0.0,0.00038305499998382396,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,7,2,1.0,1.0,0.0,0.000422719170019212,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,7,3,1.0,1.0,0.0,0.000382258750032588,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,7,4,1.0,1.0,0.0,0.000441754990006248,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,8,0,1.0,1.0,0.0,0.000595949599974048,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,8,1,1.0,1.0,0.0,0.000583820829960996,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,8,2,1.0,1.0,0.0,0.0005899004200181839,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,8,3,1.0,1.0,0.0,0.000630098329984268,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,8,4,1.0,1.0,0.0,0.000617948750023024,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,9,0,1.0,1.0,0.0,0.000839020000003,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,9,1,1.0,1.0,0.0,0.000888397489998112,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,9,2,1.0,1.0,0.0,0.000831727510012536,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,9,3,1.0,1.0,0.0,0.0008540687599815721,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,9,4,1.0,1.0,0.0,0.0008686008299991439,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,10,0,1.0,1.0,0.0,0.002080615000013444,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,10,1,1.0,1.0,0.0,0.001247362500016564,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,10,2,1.0,1.0,0.0,0.0012193491699872,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,10,3,1.0,1.0,0.0,0.001235391659993116,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,10,4,1.0,1.0,0.0,0.002004267920019584,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,11,0,1.0,1.0,0.0,0.0017873491600039321,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,11,1,1.0,1.0,0.0,0.002594488320009916,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,11,2,1.0,1.0,0.0,0.0017526987500059161,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,11,3,1.0,1.0,0.0,0.001708236259983056,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,11,4,1.0,1.0,0.0,0.0017409970900189,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,12,0,1.0,1.0,0.0,0.0023484237499724002,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,12,1,1.0,1.0,0.0,0.002241052900008004,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,12,2,1.0,1.0,0.0,0.002273487910006168,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,12,3,1.0,1.0,0.0,0.0023472312399825802,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,12,4,1.0,1.0,0.0,0.002336931659992828,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,13,0,1.0,1.0,0.0,0.0029109700099979358,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,13,1,1.0,1.0,0.0,0.003086070829995088,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,13,2,1.0,1.0,0.0,0.003085703340002452,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,13,3,1.0,1.0,0.0,0.00310152583999294,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,13,4,1.0,1.0,0.0,0.003175380420016108,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,14,0,1.0,1.0,0.0,0.004057894579982488,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,14,1,1.0,1.0,0.0,0.004164081660019256,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,14,2,1.0,1.0,0.0,0.00497776083000638,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,14,3,1.0,1.0,0.0,0.004133895830000216,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,14,4,1.0,1.0,0.0,0.004068253329969524,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,15,0,1.0,1.0,0.0,0.005160990420008544,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,15,1,1.0,1.0,0.0,0.005421619999997288,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,15,2,1.0,1.0,0.0,0.005353478730012236,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,15,3,1.0,1.0,0.0,0.00616971125000414,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,15,4,1.0,1.0,0.0,0.00524147875001282,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,16,0,1.0,1.0,0.0,0.006786222079990668,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,16,1,1.0,1.0,0.0,0.00678510208001166,,,0.0,1.0,0.0,0.0,0.0,0.0
