method,n,seed,outcome,episodes,mean_ratio,mean_gap
gnn,10,2,exact,99,1.0,0.0
gnn,10,2,nonbipartite,1,0.84,4.0
gnn,10,3,exact,100,1.0,0.0
gnn,10,4,exact,99,1.0,0.0
gnn,10,4,nonbipartite,1,0.8,5.0
gnn,11,0,exact,93,1.0,0.0
gnn,11,0,nonbipartite,7,0.8619047619047618,4.142857142857143
gnn,11,1,exact,100,1.0,0.0
gnn,11,2,exact,95,1.0,0.0
gnn,11,2,nonbipartite,5,0.8533333333333333,4.4
gnn,11,3,exact,100,1.0,0.0
gnn,11,4,exact,95,1.0,0.0
gnn,11,4,nonbipartite,5,0.8533333333333333,4.4
gnn,12,0,exact,96,1.0,0.0
gnn,12,0,nonbipartite,3,0.8333333333333334,6.0
gnn,12,0,unbalanced_bipartite,1,0.9722222222222222,1.0
gnn,12,1,exact,99,1.0,0.0
gnn,12,1,nonbipartite,1,0.8611111111111112,5.0
gnn,12,2,exact,97,1.0,0.0
gnn,12,2,nonbipartite,3,0.8240740740740741,6.333333333333333
gnn,12,3,exact,97,1.0,0.0
gnn,12,3,nonbipartite,2,0.8055555555555556,7.0
gnn,12,3,unbalanced_bipartite,1,0.9722222222222222,1.0
gnn,12,4,exact,98,1.0,0.0
gnn,12,4,nonbipartite,2,0.8611111111111112,5.0
gnn,13,0,exact,92,1.0,0.0
gnn,13,0,nonbipartite,8,0.8511904761904762,6.25
gnn,13,1,exact,97,1.0,0.0
gnn,13,1,nonbipartite,3,0.873015873015873,5.333333333333333
gnn,13,2,exact,94,1.0,0.0
gnn,13,2,nonbipartite,6,0.8452380952380952,6.5
gnn,13,3,exact,96,1.0,0.0
gnn,13,3,nonbipartite,4,0.8511904761904762,6.25
gnn,13,4,exact,92,1.0,0.0
gnn,13,4,nonbipartite,8,0.8541666666666666,6.125
gnn,14,0,exact,93,1.0,0.0
gnn,14,0,nonbipartite,6,0.8537414965986394,7.166666666666667
gnn,14,0,unbalanced_bipartite,1,0.979591836734694,1.0
gnn,14,1,exact,96,1.0,0.0
gnn,14,1,nonbipartite,4,0.8775510204081632,6.0
gnn,14,2,exact,91,1.0,0.0
gnn,14,2,nonbipartite,8,0.8596938775510203,6.875
gnn,14,2,unbalanced_bipartite,1,0.979591836734694,1.0
gnn,14,3,exact,88,1.0,0.0
gnn,14,3,nonbipartite,7,0.8600583090379008,6.857142857142857
gnn,14,3,unbalanced_bipartite,5,0.9795918367346939,1.0
gnn,14,4,exact,95,1.0,0.0
gnn,14,4,nonbipartite,4,0.8367346938775511,8.0
gnn,14,4,unbalanced_bipartite,1,0.979591836734694,1.0
gnn,15,0,exact,83,1.0,0.0
gnn,15,0,nonbipartite,17,0.8665966386554622,7.470588235294118
gnn,15,1,exact,96,1.0,0.0
gnn,15,1,nonbipartite,4,0.8660714285714286,7.5
gnn,15,2,exact,83,1.0,0.0
gnn,15,2,nonbipartite,17,0.8792016806722689,6.764705882352941
gnn,15,3,exact,92,1.0,0.0
gnn,15,3,nonbipartite,8,0.8616071428571428,7.75
gnn,15,4,exact,89,1.0,0.0
gnn,15,4,nonbipartite,11,0.8457792207792209,8.636363636363637
gnn,16,0,exact,76,1.0,0.0
gnn,16,0,nonbipartite,22,0.8536931818181818,9.363636363636363
gnn,16,0,unbalanced_bipartite,2,0.984375,1.0
gnn,16,1,exact,91,1.0,0.0
gnn,16,1,nonbipartite,9,0.8576388888888888,9.11111111111111
gnn,16,2,exact,91,1.0,0.0
gnn,16,2,nonbipartite,9,0.859375,9.0
gnn,16,3,exact,74,1.0,0.0
gnn,16,3,nonbipartite,21,0.8452380952380952,9.904761904761905
gnn,16,3,unbalanced_bipartite,5,0.984375,1.0
gnn,16,4,exact,92,1.0,0.0
gnn,16,4,nonbipartite,8,0.837890625,10.375
gnn,17,0,exact,70,1.0,0.0
gnn,17,0,nonbipartite,30,0.8680555555555556,9.5
gnn,17,1,exact,88,1.0,0.0
gnn,17,1,nonbipartite,12,0.8842592592592592,8.333333333333334
gnn,17,2,exact,74,1.0,0.0
gnn,17,2,nonbipartite,26,0.8723290598290598,9.192307692307692
gnn,17,3,exact,85,1.0,0.0
gnn,17,3,nonbipartite,15,0.8629629629629629,9.866666666666667
gnn,17,4,exact,85,1.0,0.0
gnn,17,4,nonbipartite,15,0.8518518518518519,10.666666666666666
gnn,20,0,exact,56,1.0,0.0
gnn,20,0,nonbipartite,40,0.8627499999999999,13.725
gnn,20,0,unbalanced_bipartite,4,0.99,1.0
gnn,20,1,exact,80,1.0,0.0
gnn,20,1,nonbipartite,17,0.8776470588235294,12.235294117647058
gnn,20,1,unbalanced_bipartite,3,0.9899999999999999,1.0
gnn,20,2,exact,64,1.0,0.0
gnn,20,2,nonbipartite,36,0.8711111111111111,12.88888888888889
gnn,20,3,exact,65,1.0,0.0
gnn,20,3,nonbipartite,31,0.8461290322580646,15.387096774193548
gnn,20,3,unbalanced_bipartite,4,0.99,1.0
gnn,20,4,exact,74,1.0,0.0
gnn,20,4,nonbipartite,21,0.850952380952381,14.904761904761905
gnn,20,4,unbalanced_bipartite,5,0.99,1.0
gnn,23,0,exact,46,1.0,0.0
gnn,23,0,nonbipartite,54,0.8602693602693603,18.444444444444443
gnn,23,1,exact,65,1.0,0.0
gnn,23,1,nonbipartite,35,0.8777056277056277,16.142857142857142
gnn,23,2,exact,42,1.0,0.0
gnn,23,2,nonbipartite,58,0.8693834900731452,17.24137931034483
gnn,23,3,exact,64,1.0,0.0
gnn,23,3,nonbipartite,36,0.8651094276094277,17.805555555555557
gnn,23,4,exact,77,1.0,0.0
gnn,23,4,nonbipartite,23,0.855072463768116,19.130434782608695
gnn,24,0,exact,32,1.0,0.0
gnn,24,0,nonbipartite,65,0.851068376068376,21.446153846153845
gnn,24,0,unbalanced_bipartite,3,0.9930555555555557,1.0
gnn,24,1,exact,64,1.0,0.0
gnn,24,1,nonbipartite,34,0.8821486928104576,16.970588235294116
gnn,24,1,unbalanced_bipartite,2,0.9930555555555556,1.0
gnn,24,2,exact,40,1.0,0.0
gnn,24,2,nonbipartite,58,0.8698515325670498,18.74137931034483
gnn,24,2,unbalanced_bipartite,2,0.9930555555555556,1.0
gnn,24,3,exact,38,1.0,0.0
gnn,24,3,nonbipartite,56,0.8473462301587302,21.982142857142858
gnn,24,3,unbalanced_bipartite,6,0.9930555555555557,1.0
gnn,24,4,exact,65,1.0,0.0
gnn,24,4,nonbipartite,30,0.8553240740740741,20.833333333333332
gnn,24,4,unbalanced_bipartite,5,0.9930555555555556,1.0
gnn,25,0,exact,34,1.0,0.0
gnn,25,0,nonbipartite,66,0.8602369852369853,21.803030303030305
gnn,25,1,exact,60,1.0,0.0
gnn,25,1,nonbipartite,40,0.8806089743589745,18.625
gnn,25,2,exact,29,1.0,0.0
gnn,25,2,nonbipartite,71,0.8771217045864934,19.169014084507044
gnn,25,3,exact,50,1.0,0.0
gnn,25,3,nonbipartite,50,0.8606410256410257,21.74
gnn,25,4,exact,69,1.0,0.0
gnn,25,4,nonbipartite,31,0.857940446650124,22.161290322580644
gnn,30,0,exact,10,1.0,0.0
gnn,30,0,nonbipartite,85,0.842248366013072,35.49411764705882
gnn,30,0,unbalanced_bipartite,5,0.9955555555555555,1.0
gnn,30,1,exact,35,1.0,0.0
gnn,30,1,nonbipartite,64,0.8811111111111111,26.75
gnn,30,1,unbalanced_bipartite,1,0.9955555555555556,1.0
gnn,30,2,exact,21,1.0,0.0
gnn,30,2,nonbipartite,78,0.8533333333333334,33.0
gnn,30,2,unbalanced_bipartite,1,0.9955555555555556,1.0
gnn,30,3,exact,20,1.0,0.0
gnn,30,3,nonbipartite,75,0.8531555555555556,33.04
gnn,30,3,unbalanced_bipartite,5,0.9955555555555555,1.0
gnn,30,4,exact,43,1.0,0.0
gnn,30,4,nonbipartite,40,0.8333333333333334,37.5
gnn,30,4,unbalanced_bipartite,17,0.9955555555555557,1.0
gnn,40,0,exact,2,1.0,0.0
gnn,40,0,nonbipartite,98,0.7983418367346938,80.66326530612245
gnn,40,1,exact,12,1.0,0.0
gnn,40,1,nonbipartite,87,0.8486206896551723,60.55172413793103
gnn,40,1,unbalanced_bipartite,1,0.9975,1.0
gnn,40,2,exact,7,1.0,0.0
gnn,40,2,nonbipartite,93,0.819489247311828,72.20430107526882
gnn,40,3,exact,6,1.0,0.0
gnn,40,3,nonbipartite,93,0.8234139784946236,70.63440860215054
gnn,40,3,unbalanced_bipartite,1,0.9975,1.0
gnn,40,4,exact,29,1.0,0.0
gnn,40,4,nonbipartite,62,0.8177016129032257,72.91935483870968
gnn,40,4,unbalanced_bipartite,9,0.9975,1.0
least_degree,6,0,exact,96,1.0,0.0
least_degree,6,0,nonbipartite,4,0.7777777777777778,2.0
least_degree,6,1,exact,96,1.0,0.0
least_degree,6,1,nonbipartite,4,0.7777777777777778,2.0
least_degree,6,2,exact,94,1.0,0.0
least_degree,6,2,nonbipartite,6,0.7777777777777778,2.0
least_degree,6,3,exact,95,1.0,0.0
least_degree,6,3,nonbipartite,5,0.7777777777777778,2.0
least_degree,6,4,exact,92,1.0,0.0
least_degree,6,4,nonbipartite,8,0.7777777777777778,2.0
least_degree,7,0,exact,6,1.0,0.0
least_degree,7,0,nonbipartite,94,0.8333333333333335,2.0
least_degree,7,1,exact,3,1.0,0.0
least_degree,7,1,nonbipartite,97,0.8333333333333335,2.0
least_degree,7,2,exact,1,1.0,0.0
least_degree,7,2,nonbipartite,99,0.8333333333333334,2.0
least_degree,7,3,exact,3,1.0,0.0
least_degree,7,3,nonbipartite,97,0.8333333333333335,2.0
least_degree,7,4,exact,2,1.0,0.0
least_degree,7,4,nonbipartite,98,0.8333333333333334,2.0
least_degree,8,0,exact,37,1.0,0.0
least_degree,8,0,nonbipartite,63,0.7619047619047619,3.8095238095238093
least_degree,8,1,exact,30,1.0,0.0
least_degree,8,1,nonbipartite,70,0.7633928571428571,3.7857142857142856
least_degree,8,2,exact,34,1.0,0.0
least_degree,8,2,nonbipartite,66,0.7689393939393939,3.696969696969697
least_degree,8,3,exact,37,1.0,0.0
least_degree,8,3,nonbipartite,63,0.7748015873015873,3.6031746031746033
least_degree,8,4,exact,41,1.0,0.0
least_degree,8,4,nonbipartite,59,0.7680084745762712,3.711864406779661
least_degree,9,0,nonbipartite,100,0.8205,3.59
least_degree,9,1,nonbipartite,100,0.8284999999999999,3.43
least_degree,9,2,nonbipartite,100,0.8155,3.69
least_degree,9,3,nonbipartite,100,0.8275,3.45
least_degree,9,4,nonbipartite,100,0.8255,3.49
least_degree,10,0,exact,23,1.0,0.0
least_degree,10,0,nonbipartite,77,0.772987012987013,5.675324675324675
least_degree,10,1,exact,26,1.0,0.0
least_degree,10,1,nonbipartite,74,0.7605405405405405,5.986486486486487
least_degree,10,2,exact,22,1.0,0.0
least_degree,10,2,nonbipartite,78,0.7692307692307693,5.769230769230769
